ID,polarity
13763,0.7185162764826198
9797,0.26397890787848266
13372,-0.6936665205123035
4352,0.6380339662257348
14129,0.14711086201582968
3518,0.28245854483379396
12954,-0.5114795595421199
5826,0.08146869384540623
3453,-0.01951003952343222
5022,-0.7512697762930747
13806,-0.7605503409030318
12154,-0.4929611261574119
1788,-0.8747317632377354
2276,-0.13963687075637676
3103,-0.13465694045571563
11207,-0.6742409311616585
10919,-0.6738272447761862
7535,-0.6076436234394932
13710,0.11321086377493894
5805,0.0945007657106608
7591,-0.4175421321606435
6306,-0.17199424202371838
11709,0.6692851864213059
3155,-0.7230596117428139
6722,-0.8313915891504605
3147,-0.1499822982350768
379,-0.7889754942450482
6784,0.41144322320928417
720,-0.16800398129052507
5447,-0.7735656802572105
11440,-0.41228577241070097
13159,-0.4529486523462715
2489,0.5858631680626878
3384,-0.2550733983044473
7958,-0.05690983726147292
7846,0.04774464641848797
2274,-0.2307470407054868
1054,0.43818313475814263
3730,0.2773613933279946
3874,0.26501777316595443
3913,-0.5953952528073994
13646,-0.45794758551034115
4099,-0.605529399638
9251,-0.03587288230907704
7770,-0.8297775832713086
7413,0.37448547542709965
8529,0.5135935797993847
3258,-0.34751684785491144
12674,0.8146868416925532
8513,-0.5769951853375255
10109,0.0450043969503221
6730,0.06972033653669574
2473,-0.3274390305598346
3790,-0.7489398088764376
10429,0.377436271233204
622,0.24007881651959506
10595,-0.2456460555289336
7370,0.13138488111689894
9382,0.2896782647724594
12598,0.5779822043468053
1876,0.10341910810392396
3362,0.614316906432973
2430,0.08177047031135043
5312,0.370556237016197
13411,0.6440865962141764
7249,0.3895443389681501
4024,0.20528903323126957
2962,0.21192449655295786
8957,-0.10464188087192305
844,-0.013761307073677731
2017,0.2539379268446529
2402,-0.04944184106943872
337,0.41087247235161417
1032,-0.7150913694157055
3558,-0.4854140871729158
3613,-0.43775038328778665
5605,-0.30441100620953454
6609,0.3333808609100197
2632,-0.13840656426269682
9226,-0.7953447808766966
277,0.4256411154834361
13291,0.8746945256808569
8078,-0.21419235611414789
7827,0.11344450660119598
7512,0.7266578387606173
1197,-0.666338516744663
1776,0.7081090517590978
5487,0.42352973910449077
6358,-0.01377409538163421
13353,-0.7914124513779511
13927,0.7741265238636019
5318,-0.5037527269525881
4044,0.5565583485066943
11866,-0.010362040391963534
9279,0.45045066952472546
5379,-0.028599900259260735
6332,-0.3037311864188935
2625,-0.2479272414882442
3849,0.31418793769069797
11290,-0.14023669590633836
10619,-0.7924037484992624
3145,0.31975800530573717
5607,0.23683387584490978
4697,0.08740919925621504
2778,0.2339286859572831
3869,0.4784252696905038
11501,-0.701918697423788
1086,0.6986027509678077
2308,0.24164368636904743
9923,0.3814195464630761
9907,0.8213148611907395
4461,-0.8284643055948587
3284,0.24718788524939783
7006,-0.15804749116599925
10521,0.743955283643243
936,-0.034832677136165335
6579,0.20570625709515888
2896,-0.10404548019024806
12138,0.6594284089441274
7439,-0.12636680848635862
8341,0.19374594598551598
2032,-0.6381051354936559
6550,-0.60583180575122
10805,-0.6067289396320762
3599,0.47749097754486014
5957,-0.22252048455234807
7408,-0.7353465645620543
11806,0.2594029092783319
12129,-0.3981938217895409
2035,-0.5593131643498572
2538,-0.5517861653655086
7630,0.45317003278690837
5595,-0.41635312250166673
10585,0.5165639861723095
12104,-0.5390264828537032
12917,0.7979130410717141
11902,-0.4504493032341498
1927,-0.38302411406140985
13781,-0.38756993019988867
6621,0.7694806748733896
2350,0.48179406412959924
9020,0.11907604612814682
7172,0.4994059015367882
9119,-0.3463123476960964
3847,-0.6509534644588485
1513,-0.41565667085613434
12620,0.23070879752148876
10637,0.46237421781505805
14085,0.042161421327001625
12601,-0.157148934621834
13698,0.8923641455151559
4397,-0.836834510345635
13258,0.30415032142359966
4906,0.3758673995378097
13154,0.3709906217876846
1374,-0.23404598675909394
11986,0.4227853523830627
1640,-0.6399314393213756
9573,0.069167518818251
449,0.8209328383193506
2440,-0.17682654883268611
4569,-0.3649258544815579
12496,0.898626993060105
